,0,1,2
0,-0.63959,-85.9147,305.7579
1,-0.63959,-85.9147,305.7579
2,-0.63959,-85.9147,305.7579
3,-0.63959,-85.9147,305.7579
4,-1.6184,-30.1594,156.2079
5,-1.6184,-30.1594,156.2079
6,-1.6184,-30.1594,156.2079
7,-1.6184,-30.1594,156.2079
8,-1.6184,-30.1594,156.2079
9,-1.6184,-30.1594,156.2079
10,-1.6184,-30.1594,156.2079
11,-1.6184,-30.1594,156.2079
12,-1.6184,-30.1594,156.2079
13,-1.6184,-30.1594,156.2079
14,-1.6184,-30.1594,156.2079
15,-1.6184,-30.1594,156.2079
16,-1.6184,-30.1594,156.2079
17,-1.6184,-30.1594,156.2079
18,-1.6184,-30.1594,156.2079
19,-1.6184,-30.1594,156.2079
20,-1.6184,-30.1594,156.2079
21,-1.6184,-30.1594,156.2079
22,-1.6184,-30.1594,156.2079
23,-1.6184,-30.1594,156.2079
24,-1.6184,-30.1594,156.2079
25,-1.6184,-30.1594,156.2079
26,-1.6184,-30.1594,156.2079
27,-1.6184,-30.1594,156.2079
28,-1.6184,-30.1594,156.2079
29,-1.6184,-30.1594,156.2079
30,-1.6184,-30.1594,156.2079
31,-1.6184,-30.1594,156.2079
32,-1.6184,-30.1594,156.2079
33,-1.6184,-30.1594,156.2079
34,-1.6184,-30.1594,156.2079
35,-1.6184,-30.1594,156.2079
36,-1.6184,-30.1594,156.2079
37,-1.6184,-30.1594,156.2079
38,-1.6184,-30.1594,156.2079
39,-1.6184,-30.1594,156.2079
40,-1.6184,-30.1594,156.2079
41,-1.6184,-30.1594,156.2079
42,-1.6184,-30.1594,156.2079
43,-1.6184,-30.1594,156.2079
44,-1.6184,-30.1594,156.2079
45,-1.6184,-30.1594,156.2079
46,-1.8222,32.4533,184.7859
47,-1.8222,32.4533,184.7859
48,-1.8222,32.4533,184.7859
49,-1.8222,32.4533,184.7859
50,-1.8222,32.4533,184.7859
51,-1.8222,32.4533,184.7859
52,-1.8222,32.4533,184.7859
53,-1.8222,32.4533,184.7859
54,-1.8222,32.4533,184.7859
55,-1.8222,32.4533,184.7859
56,-1.8222,32.4533,184.7859
57,-1.8222,32.4533,184.7859
58,-1.8222,32.4533,184.7859
59,-1.8222,32.4533,184.7859
60,-1.8222,32.4533,184.7859
61,-1.8222,32.4533,184.7859
62,-1.8222,32.4533,184.7859
63,-1.8222,32.4533,184.7859
64,-1.8222,32.4533,184.7859
65,-1.8222,32.4533,184.7859
66,-1.8222,32.4533,184.7859
67,-1.8717,-98.9855,211.4404
68,-1.8717,-98.9855,211.4404
69,-1.8717,-98.9855,211.4404
70,-1.8717,-98.9855,211.4404
71,-1.8717,-98.9855,211.4404
72,-1.8717,-98.9855,211.4404
73,-1.8717,-98.9855,211.4404
74,-1.8717,-98.9855,211.4404
75,-1.8717,-98.9855,211.4404
76,-1.8717,-98.9855,211.4404
77,-1.8717,-98.9855,211.4404
78,-1.8717,-98.9855,211.4404
79,-1.8717,-98.9855,211.4404
80,-1.8717,-98.9855,211.4404
81,-1.8717,-98.9855,211.4404
82,-1.8717,-98.9855,211.4404
83,-1.8717,-98.9855,211.4404
84,-1.8717,-98.9855,211.4404
85,-1.8717,-98.9855,211.4404
86,-1.8717,-98.9855,211.4404
87,-1.8717,-98.9855,211.4404
88,-1.8717,-98.9855,211.4404
89,-1.8717,-98.9855,211.4404
90,-1.8717,-98.9855,211.4404
91,-1.8717,-98.9855,211.4404
92,-1.8717,-98.9855,211.4404
93,-1.8717,-98.9855,211.4404
94,-1.8717,-98.9855,211.4404
95,-1.8717,-98.9855,211.4404
96,-1.8717,-98.9855,211.4404
97,-1.8717,-98.9855,211.4404
98,-1.8717,-98.9855,211.4404
99,-1.8717,-98.9855,211.4404
100,-1.8717,-98.9855,211.4404
101,-1.8717,-98.9855,211.4404
102,-1.8717,-98.9855,211.4404
103,-1.8717,-98.9855,211.4404
104,-1.8717,-98.9855,211.4404
105,-1.8717,-98.9855,211.4404
106,-1.8717,-98.9855,211.4404
107,-1.8717,-98.9855,211.4404
108,-1.8717,-98.9855,211.4404
109,-1.8717,-98.9855,211.4404
110,-1.8717,-98.9855,211.4404
111,-10.3597,-3.1666,219.1735
112,-10.3597,-3.1666,219.1735
113,-10.3597,-3.1666,219.1735
114,-10.3597,-3.1666,219.1735
115,-10.3597,-3.1666,219.1735
116,-10.3597,-3.1666,219.1735
117,-10.3597,-3.1666,219.1735
118,-100.453,-123.9548,231.1696
119,-100.453,-123.9548,231.1696
120,-100.453,-123.9548,231.1696
121,-100.453,-123.9548,231.1696
122,-100.453,-123.9548,231.1696
123,-100.453,-123.9548,231.1696
124,-100.453,-123.9548,231.1696
125,-100.453,-123.9548,231.1696
126,-100.453,-123.9548,231.1696
127,-100.453,-123.9548,231.1696
128,-100.453,-123.9548,231.1696
129,-100.453,-123.9548,231.1696
130,-100.453,-123.9548,231.1696
131,-100.453,-123.9548,231.1696
132,-100.453,-123.9548,231.1696
133,-100.453,-123.9548,231.1696
134,-100.453,-123.9548,231.1696
135,-100.453,-123.9548,231.1696
136,-100.453,-123.9548,231.1696
137,-100.453,-123.9548,231.1696
138,-100.453,-123.9548,231.1696
139,-100.453,-123.9548,231.1696
140,-100.453,-123.9548,231.1696
141,-100.453,-123.9548,231.1696
142,-100.453,-123.9548,231.1696
143,-100.453,-123.9548,231.1696
144,-100.453,-123.9548,231.1696
145,-100.453,-123.9548,231.1696
146,-100.453,-123.9548,231.1696
147,-100.453,-123.9548,231.1696
148,-100.453,-123.9548,231.1696
149,-100.453,-123.9548,231.1696
150,-100.453,-123.9548,231.1696
151,-100.453,-123.9548,231.1696
152,-100.453,-123.9548,231.1696
153,-100.453,-123.9548,231.1696
154,-100.453,-123.9548,231.1696
155,-100.453,-123.9548,231.1696
156,-100.453,-123.9548,231.1696
157,-100.453,-123.9548,231.1696
158,-100.453,-123.9548,231.1696
159,-100.453,-123.9548,231.1696
160,-100.453,-123.9548,231.1696
161,-100.453,-123.9548,231.1696
162,-100.453,-123.9548,231.1696
163,-100.453,-123.9548,231.1696
164,-100.453,-123.9548,231.1696
165,-100.453,-123.9548,231.1696
166,-100.453,-123.9548,231.1696
167,-100.453,-123.9548,231.1696
168,-100.453,-123.9548,231.1696
169,-100.453,-123.9548,231.1696
170,-100.453,-123.9548,231.1696
171,-100.453,-123.9548,231.1696
172,-100.453,-123.9548,231.1696
173,-100.453,-123.9548,231.1696
174,-100.453,-123.9548,231.1696
175,-100.453,-123.9548,231.1696
176,-100.453,-123.9548,231.1696
177,-100.453,-123.9548,231.1696
178,-100.453,-123.9548,231.1696
179,-100.453,-123.9548,231.1696
180,-100.453,-123.9548,231.1696
181,-100.453,-123.9548,231.1696
182,-100.453,-123.9548,231.1696
183,-100.453,-123.9548,231.1696
184,-100.453,-123.9548,231.1696
185,-100.453,-123.9548,231.1696
186,-100.453,-123.9548,231.1696
187,-100.453,-123.9548,231.1696
188,-100.453,-123.9548,231.1696
189,-100.453,-123.9548,231.1696
190,-100.453,-123.9548,231.1696
191,-100.453,-123.9548,231.1696
192,-100.453,-123.9548,231.1696
193,-100.453,-123.9548,231.1696
194,-100.453,-123.9548,231.1696
195,-100.453,-123.9548,231.1696
196,-100.615,-103.2244,229.3929
197,-100.615,-103.2244,229.3929
198,-100.615,-103.2244,229.3929
199,-100.615,-103.2244,229.3929
200,-100.615,-103.2244,229.3929
201,-100.615,-103.2244,229.3929
202,-100.615,-103.2244,229.3929
203,-100.615,-103.2244,229.3929
204,-100.615,-103.2244,229.3929
205,-100.615,-103.2244,229.3929
206,-100.615,-103.2244,229.3929
207,-100.615,-103.2244,229.3929
208,-100.615,-103.2244,229.3929
209,-100.615,-103.2244,229.3929
210,-100.615,-103.2244,229.3929
211,-100.615,-103.2244,229.3929
212,-100.615,-103.2244,229.3929
213,-100.615,-103.2244,229.3929
214,-100.615,-103.2244,229.3929
215,-100.615,-103.2244,229.3929
216,-100.615,-103.2244,229.3929
217,-100.615,-103.2244,229.3929
218,-100.615,-103.2244,229.3929
219,-100.615,-103.2244,229.3929
220,-100.615,-103.2244,229.3929
221,-100.615,-103.2244,229.3929
222,-100.615,-103.2244,229.3929
223,-100.615,-103.2244,229.3929
224,-100.615,-103.2244,229.3929
225,-100.615,-103.2244,229.3929
226,-100.615,-103.2244,229.3929
227,-100.615,-103.2244,229.3929
228,-100.615,-103.2244,229.3929
229,-100.615,-103.2244,229.3929
230,-100.615,-103.2244,229.3929
231,-100.615,-103.2244,229.3929
232,-100.615,-103.2244,229.3929
233,-100.615,-103.2244,229.3929
234,-100.615,-103.2244,229.3929
235,-100.615,-103.2244,229.3929
236,-100.615,-103.2244,229.3929
237,-100.615,-103.2244,229.3929
238,-100.615,-103.2244,229.3929
239,-100.615,-103.2244,229.3929
240,-100.615,-103.2244,229.3929
241,-100.615,-103.2244,229.3929
242,-100.615,-103.2244,229.3929
243,-100.615,-103.2244,229.3929
244,-100.615,-103.2244,229.3929
245,-100.615,-103.2244,229.3929
246,-100.615,-103.2244,229.3929
247,-101.6287,94.7595,329.8486
248,-101.6287,94.7595,329.8486
249,-101.6287,94.7595,329.8486
250,-101.6287,94.7595,329.8486
251,-101.6287,94.7595,329.8486
252,-101.6287,94.7595,329.8486
253,-101.6287,94.7595,329.8486
254,-101.6287,94.7595,329.8486
255,-101.6287,94.7595,329.8486
256,-101.6287,94.7595,329.8486
257,-101.6287,94.7595,329.8486
258,-101.6287,94.7595,329.8486
259,-101.6287,94.7595,329.8486
260,-101.6287,94.7595,329.8486
261,-101.6287,94.7595,329.8486
262,-101.6287,94.7595,329.8486
263,-101.6287,94.7595,329.8486
264,-101.7924,143.7193,261.6081
265,-101.7924,143.7193,261.6081
266,-101.7924,143.7193,261.6081
267,-102.1184,135.4403,284.1592
268,-102.1184,135.4403,284.1592
269,-102.1184,135.4403,284.1592
270,-102.1184,135.4403,284.1592
271,-102.1212,-119.5784,246.0215
272,-102.1212,-119.5784,246.0215
273,-102.1212,-119.5784,246.0215
274,-102.1212,-119.5784,246.0215
275,-102.1212,-119.5784,246.0215
276,-102.1212,-119.5784,246.0215
277,-102.1212,-119.5784,246.0215
278,-102.1212,-119.5784,246.0215
279,-102.1212,-119.5784,246.0215
280,-102.1212,-119.5784,246.0215
281,-102.1212,-119.5784,246.0215
282,-102.1212,-119.5784,246.0215
283,-102.1212,-119.5784,246.0215
284,-102.1212,-119.5784,246.0215
285,-102.1212,-119.5784,246.0215
286,-102.1212,-119.5784,246.0215
287,-102.1212,-119.5784,246.0215
288,-102.1212,-119.5784,246.0215
289,-102.1212,-119.5784,246.0215
290,-102.1212,-119.5784,246.0215
291,-102.1212,-119.5784,246.0215
292,-102.1212,-119.5784,246.0215
293,-102.1212,-119.5784,246.0215
294,-102.1212,-119.5784,246.0215
295,-102.1212,-119.5784,246.0215
296,-102.1212,-119.5784,246.0215
297,-102.1212,-119.5784,246.0215
298,-102.1212,-119.5784,246.0215
299,-102.1212,-119.5784,246.0215
300,-102.1212,-119.5784,246.0215
301,-102.1212,-119.5784,246.0215
302,-103.3137,31.0504,347.8448
303,-103.3137,31.0504,347.8448
304,-103.3137,31.0504,347.8448
305,-103.6885,80.9178,310.7718
306,-103.6885,80.9178,310.7718
307,-103.6885,80.9178,310.7718
308,-103.6885,80.9178,310.7718
309,-103.6885,80.9178,310.7718
310,-103.6885,80.9178,310.7718
311,-103.6885,80.9178,310.7718
312,-103.6885,80.9178,310.7718
313,-103.6885,80.9178,310.7718
314,-103.6885,80.9178,310.7718
315,-103.6885,80.9178,310.7718
316,-103.6885,80.9178,310.7718
317,-103.6885,80.9178,310.7718
318,-103.6885,80.9178,310.7718
319,-103.6885,80.9178,310.7718
320,-103.6885,80.9178,310.7718
321,-105.1343,-186.3549,252.6469
322,-108.4192,-85.505,301.6145
323,-108.4192,-85.505,301.6145
324,-108.4192,-85.505,301.6145
325,-108.9802,-93.8358,242.6028
326,-108.9802,-93.8358,242.6028
327,-108.9802,-93.8358,242.6028
328,-108.9802,-93.8358,242.6028
329,-108.9802,-93.8358,242.6028
330,-108.9802,-93.8358,242.6028
331,-108.9802,-93.8358,242.6028
332,-108.9802,-93.8358,242.6028
333,-108.9802,-93.8358,242.6028
334,-108.9802,-93.8358,242.6028
335,-108.9802,-93.8358,242.6028
336,-108.9802,-93.8358,242.6028
337,-108.9802,-93.8358,242.6028
338,-108.9802,-93.8358,242.6028
339,-108.9802,-93.8358,242.6028
340,-108.9802,-93.8358,242.6028
341,-108.9802,-93.8358,242.6028
342,-108.9802,-93.8358,242.6028
343,-108.9802,-93.8358,242.6028
344,-108.9802,-93.8358,242.6028
345,-108.9802,-93.8358,242.6028
346,-109.3999,4.0235,345.1692
347,-109.3999,4.0235,345.1692
348,-109.3999,4.0235,345.1692
349,-109.3999,4.0235,345.1692
350,-109.3999,4.0235,345.1692
351,-109.3999,4.0235,345.1692
352,-109.3999,4.0235,345.1692
353,-109.4335,10.0082,356.8469
354,-109.4335,10.0082,356.8469
355,-109.4335,10.0082,356.8469
356,-109.4335,10.0082,356.8469
357,-109.4335,10.0082,356.8469
358,-109.4335,10.0082,356.8469
359,-109.6104,-83.174,282.4269
360,-109.6104,-83.174,282.4269
361,-109.6104,-83.174,282.4269
362,-109.6104,-83.174,282.4269
363,-109.6104,-83.174,282.4269
364,-109.6104,-83.174,282.4269
365,-109.6104,-83.174,282.4269
366,-109.6104,-83.174,282.4269
367,-109.6104,-83.174,282.4269
368,-109.6104,-83.174,282.4269
369,-109.6104,-83.174,282.4269
370,-109.6104,-83.174,282.4269
371,-109.6104,-83.174,282.4269
372,-109.6104,-83.174,282.4269
373,-109.6104,-83.174,282.4269
374,-109.6104,-83.174,282.4269
375,-109.6104,-83.174,282.4269
376,-109.6104,-83.174,282.4269
377,-109.6104,-83.174,282.4269
378,-109.6104,-83.174,282.4269
379,-109.6104,-83.174,282.4269
380,-109.6104,-83.174,282.4269
381,-109.6104,-83.174,282.4269
382,-109.6104,-83.174,282.4269
383,-109.6104,-83.174,282.4269
384,-109.6104,-83.174,282.4269
385,-11.5913,-5.9869,109.882
386,-11.5913,-5.9869,109.882
387,-11.5913,-5.9869,109.882
388,-11.5913,-5.9869,109.882
389,-11.5913,-5.9869,109.882
390,-11.5913,-5.9869,109.882
391,-11.5913,-5.9869,109.882
392,-11.5913,-5.9869,109.882
393,-11.5913,-5.9869,109.882
394,-11.5913,-5.9869,109.882
395,-11.5913,-5.9869,109.882
396,-11.5913,-5.9869,109.882
397,-11.5913,-5.9869,109.882
398,-11.5913,-5.9869,109.882
399,-11.5913,-5.9869,109.882
400,-11.5913,-5.9869,109.882
401,-11.5913,-5.9869,109.882
402,-11.5913,-5.9869,109.882
403,-11.5913,-5.9869,109.882
404,-11.5913,-5.9869,109.882
405,-11.5913,-5.9869,109.882
406,-11.5913,-5.9869,109.882
407,-11.5913,-5.9869,109.882
408,-11.5913,-5.9869,109.882
409,-11.5913,-5.9869,109.882
410,-11.5913,-5.9869,109.882
411,-11.5913,-5.9869,109.882
412,-11.5913,-5.9869,109.882
413,-11.5913,-5.9869,109.882
414,-11.5913,-5.9869,109.882
415,-11.5913,-5.9869,109.882
416,-11.5913,-5.9869,109.882
417,-11.5913,-5.9869,109.882
418,-11.5913,-5.9869,109.882
419,-11.5913,-5.9869,109.882
420,-11.5913,-5.9869,109.882
421,-11.5913,-5.9869,109.882
422,-11.5913,-5.9869,109.882
423,-11.5913,-5.9869,109.882
424,-11.5913,-5.9869,109.882
425,-11.5913,-5.9869,109.882
426,-11.5913,-5.9869,109.882
427,-11.5913,-5.9869,109.882
428,-11.5913,-5.9869,109.882
429,-11.5913,-5.9869,109.882
430,-11.5913,-5.9869,109.882
431,-11.5913,-5.9869,109.882
432,-11.5913,-5.9869,109.882
433,-11.5913,-5.9869,109.882
434,-11.5913,-5.9869,109.882
435,-11.5913,-5.9869,109.882
436,-11.5913,-5.9869,109.882
437,-11.5913,-5.9869,109.882
438,-11.5913,-5.9869,109.882
439,-11.5913,-5.9869,109.882
440,-11.5913,-5.9869,109.882
441,-11.5913,-5.9869,109.882
442,-11.5913,-5.9869,109.882
443,-11.5913,-5.9869,109.882
444,-11.5913,-5.9869,109.882
445,-11.5913,-5.9869,109.882
446,-11.5913,-5.9869,109.882
447,-11.5913,-5.9869,109.882
448,-11.5913,-5.9869,109.882
449,-11.5913,-5.9869,109.882
450,-11.5913,-5.9869,109.882
451,-11.5913,-5.9869,109.882
452,-11.5913,-5.9869,109.882
453,-11.5913,-5.9869,109.882
454,-110.247,36.2627,292.3555
455,-110.247,36.2627,292.3555
456,-110.247,36.2627,292.3555
457,-110.247,36.2627,292.3555
458,-110.247,36.2627,292.3555
459,-110.247,36.2627,292.3555
460,-110.247,36.2627,292.3555
461,-110.247,36.2627,292.3555
462,-110.247,36.2627,292.3555
463,-110.247,36.2627,292.3555
464,-110.247,36.2627,292.3555
465,-110.247,36.2627,292.3555
466,-110.247,36.2627,292.3555
467,-110.247,36.2627,292.3555
468,-110.247,36.2627,292.3555
469,-110.4559,36.8637,365.9238
470,-110.4559,36.8637,365.9238
471,-110.4559,36.8637,365.9238
472,-110.5067,-0.70824,320.2474
473,-110.5067,-0.70824,320.2474
474,-110.5067,-0.70824,320.2474
475,-110.5067,-0.70824,320.2474
476,-110.5067,-0.70824,320.2474
477,-110.5067,-0.70824,320.2474
478,-110.5067,-0.70824,320.2474
479,-110.5067,-0.70824,320.2474
480,-111.2168,-108.4198,312.5061
481,-111.2168,-108.4198,312.5061
482,-111.2168,-108.4198,312.5061
483,-111.2168,-108.4198,312.5061
484,-111.7723,-11.8951,343.2445
485,-111.7723,-11.8951,343.2445
486,-113.1751,-108.004,277.5953
487,-113.1751,-108.004,277.5953
488,-113.1751,-108.004,277.5953
489,-113.1751,-108.004,277.5953
490,-113.1751,-108.004,277.5953
491,-113.1751,-108.004,277.5953
492,-113.1751,-108.004,277.5953
493,-113.1751,-108.004,277.5953
494,-113.1751,-108.004,277.5953
495,-113.1751,-108.004,277.5953
496,-113.1751,-108.004,277.5953
497,-113.1751,-108.004,277.5953
498,-113.1751,-108.004,277.5953
499,-113.1751,-108.004,277.5953
500,-113.1751,-108.004,277.5953
501,-113.1751,-108.004,277.5953
502,-113.1751,-108.004,277.5953
503,-113.1751,-108.004,277.5953
504,-113.1751,-108.004,277.5953
505,-113.1751,-108.004,277.5953
506,-113.1751,-108.004,277.5953
507,-113.1751,-108.004,277.5953
508,-113.2453,-69.672,328.4518
509,-113.2453,-69.672,328.4518
510,-113.2453,-69.672,328.4518
511,-113.2453,-69.672,328.4518
512,-113.2453,-69.672,328.4518
513,-113.2453,-69.672,328.4518
514,-113.2453,-69.672,328.4518
515,-113.2453,-69.672,328.4518
516,-113.2453,-69.672,328.4518
517,-113.4205,-26.399,227.1806
518,-113.4205,-26.399,227.1806
519,-113.4205,-26.399,227.1806
520,-113.4205,-26.399,227.1806
521,-113.4205,-26.399,227.1806
522,-113.4993,112.3717,232.7146
523,-113.4993,112.3717,232.7146
524,-113.4993,112.3717,232.7146
525,-113.4993,112.3717,232.7146
526,-113.4993,112.3717,232.7146
527,-113.4993,112.3717,232.7146
528,-113.4993,112.3717,232.7146
529,-113.4993,112.3717,232.7146
530,-113.4993,112.3717,232.7146
531,-113.4993,112.3717,232.7146
532,-113.4993,112.3717,232.7146
533,-113.4993,112.3717,232.7146
534,-113.4993,112.3717,232.7146
535,-113.4993,112.3717,232.7146
536,-113.4993,112.3717,232.7146
537,-113.4993,112.3717,232.7146
538,-113.4993,112.3717,232.7146
539,-113.4993,112.3717,232.7146
540,-113.4993,112.3717,232.7146
541,-113.4993,112.3717,232.7146
542,-113.4993,112.3717,232.7146
543,-113.4993,112.3717,232.7146
544,-113.4993,112.3717,232.7146
545,-113.4993,112.3717,232.7146
546,-113.4993,112.3717,232.7146
547,-113.4993,112.3717,232.7146
548,-113.4993,112.3717,232.7146
549,-113.4993,112.3717,232.7146
550,-113.4993,112.3717,232.7146
551,-113.4993,112.3717,232.7146
552,-113.5311,-101.9804,226.4359
553,-113.5311,-101.9804,226.4359
554,-113.5311,-101.9804,226.4359
555,-113.5311,-101.9804,226.4359
556,-113.5311,-101.9804,226.4359
557,-113.5311,-101.9804,226.4359
558,-113.5311,-101.9804,226.4359
559,-113.5311,-101.9804,226.4359
560,-113.5311,-101.9804,226.4359
561,-113.5311,-101.9804,226.4359
562,-113.5311,-101.9804,226.4359
563,-113.5311,-101.9804,226.4359
564,-113.5311,-101.9804,226.4359
565,-113.5311,-101.9804,226.4359
566,-113.5311,-101.9804,226.4359
567,-113.5311,-101.9804,226.4359
568,-113.5311,-101.9804,226.4359
569,-113.5311,-101.9804,226.4359
570,-113.5311,-101.9804,226.4359
571,-113.5311,-101.9804,226.4359
572,-113.5311,-101.9804,226.4359
573,-113.5311,-101.9804,226.4359
574,-113.5311,-101.9804,226.4359
575,-113.5311,-101.9804,226.4359
576,-113.5311,-101.9804,226.4359
577,-113.5311,-101.9804,226.4359
578,-113.5311,-101.9804,226.4359
579,-113.5311,-101.9804,226.4359
580,-113.5311,-101.9804,226.4359
581,-113.5311,-101.9804,226.4359
582,-113.5311,-101.9804,226.4359
583,-113.5311,-101.9804,226.4359
584,-113.5311,-101.9804,226.4359
585,-113.5311,-101.9804,226.4359
586,-113.5311,-101.9804,226.4359
587,-113.5311,-101.9804,226.4359
588,-113.5311,-101.9804,226.4359
589,-113.5311,-101.9804,226.4359
590,-113.5311,-101.9804,226.4359
591,-114.5242,35.3759,347.3981
592,-114.5242,35.3759,347.3981
593,-114.5242,35.3759,347.3981
594,-114.5242,35.3759,347.3981
595,-114.5242,35.3759,347.3981
596,-114.5242,35.3759,347.3981
597,-114.5242,35.3759,347.3981
598,-114.5242,35.3759,347.3981
599,-114.5242,35.3759,347.3981
600,-114.5242,35.3759,347.3981
601,-115.194,101.2617,234.0684
602,-115.194,101.2617,234.0684
603,-115.194,101.2617,234.0684
604,-115.194,101.2617,234.0684
605,-115.194,101.2617,234.0684
606,-115.194,101.2617,234.0684
607,-115.194,101.2617,234.0684
608,-115.194,101.2617,234.0684
609,-115.194,101.2617,234.0684
610,-115.194,101.2617,234.0684
611,-115.194,101.2617,234.0684
612,-115.194,101.2617,234.0684
613,-115.194,101.2617,234.0684
614,-115.194,101.2617,234.0684
615,-115.194,101.2617,234.0684
616,-115.194,101.2617,234.0684
617,-115.194,101.2617,234.0684
618,-115.194,101.2617,234.0684
619,-115.194,101.2617,234.0684
620,-115.194,101.2617,234.0684
621,-115.194,101.2617,234.0684
622,-115.194,101.2617,234.0684
623,-115.194,101.2617,234.0684
624,-115.194,101.2617,234.0684
625,-115.194,101.2617,234.0684
626,-115.194,101.2617,234.0684
627,-115.194,101.2617,234.0684
628,-115.194,101.2617,234.0684
629,-115.194,101.2617,234.0684
630,-115.194,101.2617,234.0684
631,-115.194,101.2617,234.0684
632,-115.194,101.2617,234.0684
633,-115.194,101.2617,234.0684
634,-115.194,101.2617,234.0684
635,-115.194,101.2617,234.0684
636,-115.194,101.2617,234.0684
637,-115.194,101.2617,234.0684
638,-115.194,101.2617,234.0684
639,-115.194,101.2617,234.0684
640,-115.194,101.2617,234.0684
641,-115.194,101.2617,234.0684
642,-115.194,101.2617,234.0684
643,-115.194,101.2617,234.0684
644,-115.194,101.2617,234.0684
645,-115.194,101.2617,234.0684
646,-115.194,101.2617,234.0684
647,-115.194,101.2617,234.0684
648,-115.6217,18.3213,359.3566
649,-115.6217,18.3213,359.3566
650,-115.6948,-85.9401,259.6957
651,-115.6948,-85.9401,259.6957
652,-115.6948,-85.9401,259.6957
653,-115.6948,-85.9401,259.6957
654,-115.6948,-85.9401,259.6957
655,-115.6948,-85.9401,259.6957
656,-115.6948,-85.9401,259.6957
